city,lat,lon,weather,id,overall_rank,availability,name,tag
Saintes Maries de la mer,43.4522771,4.4287172,overcast clouds,4914433,8.800000190734863,True,Forme Hotel & Spa Montpellier,"Hôtel très pratique pour les familles avec un spa proposant des soins complets - Salle de spectacles Sud de France Arena à 2,2 km"
Saintes Maries de la mer,43.4522771,4.4287172,overcast clouds,3644050,7.400000095367432,True,Citotel Le Mirage,Hôtel 3 étoiles à Istres avec un bar en bord de piscine et un centre de conférence 
Saintes Maries de la mer,43.4522771,4.4287172,overcast clouds,1337732,8.800000190734863,True,Le Pré Galoffre,Hôtel 3 étoiles à Nîmes avec une piscine extérieure et un restaurant 
Collioure,42.52505,3.0831554,few clouds,6600556,8.399999618530273,True,Appart'City Confort Perpignan Centre Gare,Appartements au centre-ville à Perpignan avec kitchenettes 
Collioure,42.52505,3.0831554,few clouds,4042453,8.600000381469727,True,Kyriad Prestige Perpignan Centre Del Mon,Hôtel de luxe à Perpignan avec un bar/salon 
Collioure,42.52505,3.0831554,few clouds,23089672,8.399999618530273,True,Hotel Ampuria Inn,"Hôtel 3 étoiles avec un bar en bord de piscine - Windoor Real Fly à 0,6 km"
Collioure,42.52505,3.0831554,few clouds,2689328,8.800000190734863,True,Hotel Vistabella,Hôtel en bord de plage à Rosas avec un spa et un bar à la plage
Collioure,42.52505,3.0831554,few clouds,8071448,9.0,True,NYX Hotel,Hôtel au centre-ville à Perpignan avec un bar/salon 
Collioure,42.52505,3.0831554,few clouds,901143,9.0,True,La Villa Duflot Hôtel & Spa Perpignan,"Hôtel 4 étoiles avec un spa proposant des soins complets - Palais des Rois de Majorque à 2,4 km"
Carcassonne,43.2130358,2.3491069,scattered clouds,21722825,8.800000190734863,True,SOWELL HÔTELS Les Chevaliers,Hôtel 4 étoiles à Carcassonne avec un restaurant et un bar/salon 
Carcassonne,43.2130358,2.3491069,scattered clouds,48805980,8.600000381469727,True,SOWELL COLLECTION Hôtel du Roi & SPA,Hôtel de luxe à Carcassonne avec un spa et une piscine couverte 
Carcassonne,43.2130358,2.3491069,scattered clouds,7662558,9.199999809265137,True,Pont Levis Hôtel By Franck Putelat,Hôtel 4 étoiles à Carcassonne avec une piscine extérieure et un bar/salon 
Carcassonne,43.2130358,2.3491069,scattered clouds,6881885,9.0,True,Adonis La Redorte by Olydea,Hôtel 4 étoiles à La Redorte avec un spa et un bar/salon 
Carcassonne,43.2130358,2.3491069,scattered clouds,6139364,9.399999618530273,True,Château de Palaja,Hôtel très pratique pour les familles à Palaja avec un spa et une piscine extérieure 
Carcassonne,43.2130358,2.3491069,scattered clouds,3961148,8.399999618530273,True,"The Originals City, Hôtel Cartier",Hôtel de style Art déco à Quillan avec un restaurant et un bar/salon 
Toulouse,43.6044622,1.4442469,clear sky,2898280,8.399999618530273,True,Residhome Toulouse Tolosa,Appart'hôtel 3 étoiles à Toulouse avec un centre de remise en forme 
Toulouse,43.6044622,1.4442469,clear sky,8678123,8.399999618530273,True,Hôtel de Brienne,Hôtel de luxe à Toulouse avec un bar/salon 
Toulouse,43.6044622,1.4442469,clear sky,1337736,7.800000190734863,True,Zenitude Hôtel - Résidences Toulouse Métropole,Appart'hôtel 3 étoiles à Toulouse avec une piscine extérieure 
Toulouse,43.6044622,1.4442469,clear sky,2459160,8.800000190734863,True,Residhome Toulouse Occitania,Appartements au centre-ville avec cuisines dans le quartier de Rive gauche de Toulouse 
Toulouse,43.6044622,1.4442469,clear sky,430281,10.0,True,Hotel Les Capitouls Toulouse Centre - Handwritten Collection,"Hôtel 4 étoiles à proximité de Capitole de Toulouse, en liaison directe avec l'aéroport et disposant d'un bar/lounge
"
Toulouse,43.6044622,1.4442469,clear sky,44816022,9.600000381469727,True,Residhome Toulouse Ponts Jumeaux,Résidence 3 étoiles dans le quartier de Quartier des Minimes - Barrière de Paris 
Montauban,44.0175835,1.3549991,few clouds,1599931,7.0,True,Kyriad Montauban Sud - Albasud,Hôtel 3 étoiles à Montauban avec un restaurant 
Montauban,44.0175835,1.3549991,few clouds,975631,8.600000381469727,True,Mercure Toulouse Aeroport Golf de Seilh,"Hôtel 4 étoiles avec un terrain de golf - Golf de Toulouse Seilh à 0,2 km"
Biarritz,43.4832523,-1.5592776,clear sky,438292,9.199999809265137,True,"Hôtel du Palais Biarritz, in The Unbound Collection by Hyatt",Palace pour la clientèle LGBTQIA+ à Biarritz avec un spa et une piscine extérieure 
Biarritz,43.4832523,-1.5592776,clear sky,5189521,7.800000190734863,True,Hôtel Anjou,Centre-ville de Biarritz : hôtel au centre-ville avec une plage privée
Biarritz,43.4832523,-1.5592776,clear sky,788078,6.800000190734863,True,Hotel Florida,Centre-ville de Biarritz : hôtel de luxe près de l'océan 
Biarritz,43.4832523,-1.5592776,clear sky,1223245,7.800000190734863,True,Urban Style Biarritz Hôtel du Relais,Au cœur de Biarritz 
Biarritz,43.4832523,-1.5592776,clear sky,17264527,8.800000190734863,True,Hotel Maitagaria,Hôtel dans le centre-ville à Biarritz 
Biarritz,43.4832523,-1.5592776,clear sky,36770702,9.399999618530273,True,Hotel Villa KOEGUI Bayonne,"Hôtel 4 étoiles avec un restaurant - Musée Bonnat-Helleu à 0,1 km"
Bayonne,43.4945144,-1.4736657,clear sky,438292,9.199999809265137,True,"Hôtel du Palais Biarritz, in The Unbound Collection by Hyatt",Palace pour la clientèle LGBTQIA+ à Biarritz avec un spa et une piscine extérieure 
Bayonne,43.4945144,-1.4736657,clear sky,5189521,7.800000190734863,True,Hôtel Anjou,Centre-ville de Biarritz : hôtel au centre-ville avec une plage privée
Bayonne,43.4945144,-1.4736657,clear sky,36770702,9.399999618530273,True,Hotel Villa KOEGUI Bayonne,"Hôtel 4 étoiles avec un restaurant - Musée Bonnat-Helleu à 0,1 km"
Bayonne,43.4945144,-1.4736657,clear sky,5282012,8.600000381469727,True,Hôtel Atlanthal,Hôtel en bord de plage à Anglet avec un parc aquatique et un spa
Bayonne,43.4945144,-1.4736657,clear sky,788078,6.800000190734863,True,Hotel Florida,Centre-ville de Biarritz : hôtel de luxe près de l'océan 
Bayonne,43.4945144,-1.4736657,clear sky,21628,7.199999809265137,True,Campanile Bayonne,Hôtel 3 étoiles à Bayonne avec un restaurant 
La Rochelle,46.1591126,-1.1520434,clear sky,4453701,9.0,True,Maison des Ambassadeurs,Hôtel de luxe dans le quartier de Centre-ville  La Rochelle avec un spa et une piscine extérieure 
La Rochelle,46.1591126,-1.1520434,clear sky,1698064,7.599999904632568,True,Vacancéole – Le Domaine du Château – La Rochelle/Île de Ré,Résidence 3 étoiles à Lagord avec une piscine extérieure 
La Rochelle,46.1591126,-1.1520434,clear sky,1085707,9.199999809265137,True,Hotel de Toiras,"Hôtel de luxe avec un restaurant - Baie de Biscaye à 0,1 km"
La Rochelle,46.1591126,-1.1520434,clear sky,1314934,8.600000381469727,True,Hôtel et spa les Cleunes Oléron,Hôtel proche de la plage à Saint-Trojan-les-Bains avec spa et bar/salon 
La Rochelle,46.1591126,-1.1520434,clear sky,17401114,9.199999809265137,True,Hotel Vert Bois,"Hôtel 3 étoiles avec un bar/salon - La Grande Plage à 2,7 km"
La Rochelle,46.1591126,-1.1520434,clear sky,4884891,8.600000381469727,True,"Hôtel de Ré, The Originals Boutique",Hôtel très pratique pour les familles à Sainte-Marie-de-Ré avec une piscine extérieure et un bar/salon 
